fromAccountNumber,toAccountNumber,transferAmount
35904564,81713929,6619.32
79638456,14008061,16879.07
60392022,59895527,6958.76
47809031,38994982,22913.11
74026081,85837270,6311.19
86101110,24324144,13542.39
05151400,21351273,8614.26
34493441,31190909,10976.63
37845551,32366761,1819.04
26036793,38366253,4711.16
20701574,25771893,2883.69
13280604,70249613,23896.7
29753840,07698941,1540.4
01859911,25966701,6988.61
36590209,76394201,551.99
75446246,08824431,12660.21
02177380,35704263,18144.24
50588916,18508109,21716.92
74294060,25790016,3845.94
14096495,56060034,11844.43
60908384,59398462,23325.53
32570717,17979962,7409.78
12193172,14921520,6978.74
17357401,26320038,164.33
48558556,70017205,6994.88
36610389,15389138,10418.61
29790821,00855679,948.55
35005766,18298512,17400.94
25346770,74204731,2905.19
56955811,08260000,10508.88
82940935,47789241,24832.69
05968602,23458314,885.28
44663315,01949599,4619.37
40340838,57454375,1693.7
60518750,86274753,13970.43
99140694,76600685,12000.04
97148753,63575637,18806.52
73399537,86281508,13160.35
21952555,64222325,19051.32
60596529,96454268,10508.15
89700839,31635325,16292.09
51555948,73752974,6477.93
51785727,08609557,19069.86
52540844,75572457,18337.16
86813235,23871953,10501.39
53348241,44175658,13534.36
58405581,12976461,13049.01
44012267,88466521,11247.39
48299206,07503016,10365.9
05055500,23133624,12533.94
19103860,95899527,23706.0
83409394,05341665,22714.07
01815047,40650333,15892.6
99087968,63315288,10214.15
21080715,78225831,15046.3
47827462,56626704,2925.27
45688058,53796189,9287.7
08579966,61057616,11515.6
27280348,02400631,16749.46
26311326,41495278,1753.83
62539692,97463955,9516.08
21669231,93945394,5159.08
54627567,39861603,14961.05
47762848,84010995,188.51
68567187,98828234,158.94
20789107,84116154,24642.64
20208288,59613930,3446.89
37226527,54302990,24366.65
34484210,58497098,17622.96
71346922,44201104,9819.32
83035456,44097912,15509.11
00369497,22497802,4996.6
42064800,14749674,11031.69
81229741,14041761,11510.0
48367103,09151291,6245.51
54307315,71826776,24861.78
77864475,44002374,6477.69
43480944,11859345,18266.42
98516438,34268360,24113.54
57742045,69648496,4088.39
21071263,04746270,2332.41
13407315,20203658,6200.58
69153945,89280232,4097.07
76233661,92208551,10753.58
95567341,87087970,17723.83
27858998,96389164,17075.7
45641800,78601000,11327.07
06156633,98403462,17768.09
68438555,71687636,22797.38
10279182,98774852,5487.83
14541810,32587975,9834.45
98759682,34221204,15888.4
56053210,10810149,20170.61
70281330,11168195,13833.68
36210688,66636816,13167.47
27757666,90338076,5012.9
86735421,84909237,2861.42
69099687,43245390,12225.63
73344018,02851075,4893.33
11130796,77748935,21788.54
85029569,16699991,8830.22
00257459,56420951,20929.08
95837789,61860186,10316.72
19329260,09230064,6907.03
02722344,86800044,2093.76
51635183,79415439,24580.43
19507927,53693600,13082.57
98121045,19280295,18621.54
90487309,33093550,6883.91
34994580,43666317,12753.15
28602088,35379508,13369.26
13954390,09875104,15386.15
38162527,60855930,21341.79
03759721,06228354,10650.18
12097722,41445075,18432.67
45978791,01100112,20016.62
09081390,15160294,16213.6
26100319,24335362,21803.75
48442046,50178704,15753.62
41561935,04480594,13703.38
80921844,55987448,7081.94
51770587,55038294,11146.87
54960428,08481788,22513.84
37144722,20656072,9834.06
60611437,62974417,9783.99
59884484,99031206,18754.81
66130970,84906748,24097.04
58988206,81047215,19593.62
39860040,87780086,13262.78
17021609,60354907,14378.77
91633231,92229112,7075.56
07518638,17826822,14274.91
47273702,62563680,11951.76
66608653,62369725,16903.42
49930399,97457220,16471.64
07677618,94139624,1202.51
23360808,10615058,2204.46
70259193,40070162,6520.05
24263740,64075051,10938.71
20650216,13006280,20630.76
61793132,73977414,21318.65
13271763,68462468,16109.69
36972203,10066317,7371.09
23129122,43086573,8082.13
72794722,41480816,3078.15
96039397,78653283,1699.08
86239097,92878426,14671.19
19469614,15540539,9229.31
05988587,24808125,4761.21
39099594,33656083,15037.58
20343699,38808036,12468.38
30849273,47128828,18531.31
96740354,71078724,141.87
02445960,25394269,8891.95
85478152,72565193,20192.21
10881316,70643268,21481.12
14786976,46443229,1418.88
80510499,15555083,22714.83
11995418,15356925,19367.43
81705399,50669790,12993.64
22429056,78958890,16261.31
01975079,76459290,5805.41
16957602,03630716,22439.42
60294289,67211333,23111.42
52334610,30691124,1833.41
01708370,64092393,9230.28
24877176,03303627,20219.75
33166735,93371476,2176.38
59920953,12869183,22403.42
95071053,35736981,2213.31
52147456,21773822,9419.02
32674880,51178871,19000.42
87982336,12067107,15362.01
94077780,21840890,16398.76
97054351,48666183,15782.99
11409915,27939239,459.0
73442936,66020264,8903.82
15290441,48464260,4472.01
58662540,42258421,16433.09
05354177,62789363,11314.44
05942138,92535152,7046.88
10066850,38357213,8597.88
82600105,50438495,1421.5
02345079,42512653,3746.62
79588041,00330633,1613.28
17363174,54649590,8823.27
86744959,40664651,661.77
15096012,85411258,23897.44
48692717,72149843,16534.2
47348967,92336742,24839.29
02697710,89761359,4585.23
30648678,08343567,21289.71
25579857,69784309,16432.11
96494080,40611358,12680.51
96810927,45811555,21204.89
68915438,27854570,24123.74
49720464,28511441,17012.31
36093496,67097296,17464.3
46709493,86211703,4200.0
82565749,38117596,1328.75
65127919,50646395,883.62
43769193,81608836,7641.6
80753261,41661864,8138.39
57923628,77257499,17242.18
33660172,50328239,21424.11
05027316,57164205,14851.53
15071989,71921303,14793.57
47971202,14928000,20745.92
84097156,37369255,18180.67
74208395,09688377,10996.7
45173899,18414646,9912.27
12068265,91068095,1993.22
67634545,72462478,1191.48
12297825,71896809,8953.43
36471980,60560353,11989.46
63987447,95355306,8928.2
23188242,31503006,20759.01
93977494,83923791,3735.09
78729544,72009963,1400.58
39899002,46144041,11732.52
91220646,48998857,3107.91
95384764,35267522,12143.18
19754192,62946889,14986.5
41566664,34763742,11521.78
15897268,59481263,10801.35
32341348,14381140,12968.54
15281005,43777167,15103.42
02878775,24599344,6313.35
78135666,45368684,8797.77
99193232,73798439,759.49
15134080,18692846,20046.01
93905688,58668665,20664.52
91586643,43428250,19761.49
17793629,53595584,3994.02
41285176,57920429,17456.61
19921198,17335010,2089.8
47852020,12896288,15402.77
75447052,15928603,17305.18
23586321,83221996,7883.85
85470644,70988048,10567.57
82628062,09512580,18662.06
67168460,39690210,12105.58
75476304,38999239,23498.16
07922169,73817765,21399.46
46164896,44063627,8133.71
36827466,60343697,19951.83
75750428,94447873,18056.19
05010509,48763608,12644.21
56861297,53788986,8348.99
58315323,78176751,18338.74
05228553,15866165,18249.69
44812362,76683732,21855.69
24113120,59337775,11651.93
45710452,34830734,3658.03
95843582,75122782,12760.01
59341673,94992458,13556.97
89136065,61196414,9913.51
35870760,95839660,10056.23
01099218,49627992,1382.96
09621398,87434507,12768.87
03385128,93648523,16587.28
32750362,11562153,19789.33
35442196,49697353,18514.7
81070985,01634747,15875.9
02440453,21029448,23840.84
38702600,93381512,14047.02
91370105,10716250,12473.23
83761881,68204068,23773.43
84276216,81258239,6302.0
74238422,56228960,21125.89
82298890,77669643,13807.98
51988814,69543319,15606.82
66822639,34455968,8262.91
75308155,52813290,6279.21
23737273,63991895,13665.15
59204411,22395061,4043.61
36353125,95542522,132.44
00367554,24644624,889.86
68427238,72843208,18290.25
88649450,51040529,22380.25
02150758,16733657,13944.39
76129759,60266095,11954.56
61823549,24099219,17548.95
50780549,21398988,23140.81
74288847,06552619,8492.48
09362857,46059505,4926.13
88684123,46640307,3381.79
05639731,82841928,23684.27
53071156,39334701,18107.16
13184681,72561126,22451.32
73654254,37841973,22323.07
04717911,06629212,16223.13
13117870,70205626,14472.95
08284778,30433311,20451.39
51725136,96449035,16268.73
24492669,99304584,1283.25
16044920,06782665,7041.74
34916339,83729164,12155.62
63991895,42318651,11186.3
97181460,92834163,4062.67
46866288,87132328,19482.08
61593503,06928490,13487.39
97444459,01959932,19800.24
96639597,14386848,3902.75
15008589,77397607,19930.05
17805414,75519667,2625.23
18020120,67185399,9528.48
06246976,68411435,6801.46
16593947,10260722,23327.25
02586571,64320878,15812.43
20921989,19842455,17263.66
64273006,74010615,24706.02
70458459,89389003,18663.59
99394905,48987189,5864.56
14393518,29213986,21719.59
43406418,66923664,18253.39
98634682,81829996,13231.58
33144597,63812411,926.88
85319486,32095692,9942.82
34935446,22416551,11624.7
61066540,40458984,6196.86
38823022,72410349,6745.37
47646315,06084202,9389.34
94745641,10764251,15107.23
04640899,14800412,2813.51
83257841,30752535,19283.98
56561616,04654308,7060.19
62071697,35274261,5462.68
86224437,15937315,17194.04
82921224,54692916,11745.97
24811262,84354020,259.23
86026802,47903623,4511.43
58354469,51702564,20078.3
27080139,71788302,21824.57
25353174,71266930,17405.44
97380924,35728825,6468.18
37305826,47164062,6080.86
29059775,20858193,7813.29
54770287,88191683,14681.97
94746624,01666151,565.56
43321568,56750140,13429.55
50409099,91945662,15985.41
73294573,82486617,13163.98
65182192,98691302,3195.64
52571015,24198912,11665.53
14432224,34072455,24121.72
86022781,55406505,13415.62
54389694,47687905,17458.03
74803668,71013916,10159.9
86308229,60871664,16345.76
26525297,48170086,10602.59
80266044,53798770,6403.28
14063961,04541011,2585.53
24142427,02058641,3505.46
34112908,94708905,22210.47
34929919,12494996,14823.99
68968557,49948820,21154.44
64002347,92967434,23557.04
93965095,13496548,5289.72
37029180,17805025,18654.26
25830583,13002077,19600.36
16844766,73115076,11999.7
86499989,36482368,1467.54
49319729,45922459,14382.66
91575432,74176762,19959.85
22401083,83428371,3062.98
27485644,51485139,15427.99
19305684,61345287,3663.35
72238639,80026853,13005.12
60580788,52998034,20871.32
09687783,96792131,1574.58
98794430,13605438,20398.48
54400634,97024149,18422.02
00965330,83136375,11481.44
64914497,94022131,6426.15
22551023,30718562,12694.23
24667913,58987827,525.75
59968047,83013188,5277.81
57380049,23996519,18990.39
28889038,00606134,18057.74
17917278,25160567,7761.41
26027104,91991874,9114.53
33536927,42691150,2297.92
92276642,76280191,4625.35
13507718,61174252,2706.27
51316563,17000598,10128.42
81259779,41004135,18621.72
59109006,19146331,13491.2
14888809,44823061,21396.46
62067751,56571509,1548.95
77104458,49255539,21535.6
84872982,66181903,12967.64
23736405,71806679,8353.06
11669531,07829284,3870.94
83700767,14080746,15313.11
48674492,24108065,15873.52
91154224,07858185,12905.96
42568520,25681277,11461.75
38762970,14459726,9212.21
93055499,96959527,22943.36
31270687,63805789,19835.79
26639819,03170489,13039.83
39622334,76932113,1102.5
89248669,69715129,671.04
20143282,86779647,16803.4
74089185,06471996,17688.08
88780948,53836083,13381.04
97609070,49772500,11432.92
04409205,48515092,5402.17
13914790,71556420,19512.97
10391358,48917261,4771.2
96449356,67469727,15858.35
96248997,84441461,17171.01
14700569,77955159,8936.32
31792066,16263208,5038.72
20311124,61271395,21946.16
69839429,46423030,6855.6
59132028,66133193,12483.52
02446097,98686063,12834.13
33547916,21555695,16066.29
50385126,04999959,24118.32
96433980,46501639,6306.38
84934031,95283241,19070.42
52148866,94484755,15959.85
36189137,36967117,9968.89
91633248,88216546,23963.56
22915849,22540997,17769.66
16478961,51909802,5414.52
02614922,43203338,8436.54
80327356,42968184,2554.18
75600945,52602023,13673.49
16470903,75386368,1192.67
38406522,81846306,17613.54
04288312,50252411,3758.64
05950485,46512321,18072.66
31499798,93082693,10385.39
88390215,88126920,3844.52
63840438,70964615,20028.62
53759351,77841483,11352.33
68861667,02594293,9813.66
73648093,36052103,94.56
31454629,09314283,20779.55
07637476,71507330,8966.43
87193923,47134997,15079.41
87893793,59664550,7023.73
11802020,62689731,7909.33
89528518,16797246,5814.79
80079873,95832555,19482.97
98506132,88969268,14312.5
16952485,59591474,11591.56
03696330,89865347,1189.09
56128512,28778264,22714.81
63353105,55508452,11445.69
64907079,88005072,17826.6
69971587,71838281,557.05
73412373,50834730,8869.41
38007262,80766100,8842.49
55571708,26915302,16332.28
31269155,53212399,15600.16
70241174,82305291,3172.48
16826298,45817083,16200.51
07232251,67402397,24340.49
75518011,43679805,12612.81
86798877,27452776,15273.13
96117286,69012587,19600.78
60521507,75456580,14781.73
22286062,12301430,8064.85
94733471,38348983,15662.54
64908373,72851821,10586.72
91093752,06504793,15496.08
90742583,20543051,9563.71
67942138,88567198,2736.38
17005869,45020537,18002.29
91170576,60593856,1096.48
94483888,00664714,3196.01
61883970,80701774,7942.23
76183218,59181859,2651.01
68099282,08524133,7067.75
42155218,43756186,16057.9
99256517,97344957,22576.2
62960069,25680034,23853.25
54343320,51583910,532.1
21086779,39324566,9930.1
87395204,59946618,18673.24
70114973,33932200,13440.84
97772217,33577364,18426.36
08670472,59657729,4008.56
54280205,72895207,14692.0
72070086,67933242,15587.16
85017269,15358967,12021.12
17991445,17008921,10102.81
23685895,42844167,5976.69
19674469,60962171,16157.94
10358337,11989974,19958.82
84381415,00703062,6018.54
04304036,13735890,9679.87
06132507,93139212,24449.52
43609529,96337271,21431.13
25409628,38331121,12814.31
95098500,44649708,4114.44
72739983,08037589,5227.04
59191971,38203657,3939.39
67514915,97666639,12522.53
14323270,30572744,18816.31
10886984,87326543,24094.49
25121209,03017296,18950.01
29047307,44249564,11149.65
95378237,17068413,10573.73
49666236,32779721,21856.91
71673011,54501225,20482.46
95552125,91405043,11655.12
89592472,69818851,13707.81
14128011,79152389,21267.28
43532155,65626245,5883.49
62912198,39738219,19041.56
39314246,31894562,13013.32
96529294,14059254,13095.8
31341202,38604065,23427.89
26231617,37086268,1260.99
80985747,99383671,11001.34
64603285,27441664,15168.29
78237452,46685490,296.27
46996626,12681488,6650.25
75866327,20540678,21745.03
54374072,58783665,16844.57
27459546,11043669,11581.41
53315748,31000192,6277.0
64183374,91396426,8381.88
85109100,06002671,524.78
11838524,12223039,6572.5
92436947,14048722,7564.69
50744725,89566893,6599.98
92018778,74973392,1782.78
96754870,88071145,3868.21
06734565,45862663,12564.01
61143197,02181783,2826.38
33020587,53676405,16995.94
66981282,45504082,9099.31
05000098,49687088,24884.84
00555845,11684718,18231.76
31087087,88515182,6197.95
20963057,60849403,8986.98
17396998,18702019,2184.76
23834903,37053178,264.72
65564059,06392789,15546.07
99313227,52194825,21963.28
76170645,16250123,9502.38
57347530,08021809,13604.75
70843347,86607230,13692.74
46698674,99366469,836.88
76180378,84890412,19433.76
12006083,90917431,23828.02
72830819,35746553,11765.33
90748608,07711756,23426.04
07516474,07387807,3416.76
94001938,55311120,20148.54
33199351,71292076,18218.77
90397790,71591827,87.05
51456085,33494869,11895.55
21669521,40466361,1338.37
98368785,18103373,724.74
51240332,32105254,17963.81
41939703,52796180,5854.82
10680995,08049964,2571.31
22055330,53024992,15534.49
68920845,44706517,11152.42
09057593,77018205,8829.1
08990983,73575252,14381.03
64274676,61501577,9617.47
60724175,63569698,17220.77
72922651,07994005,16249.66
46709158,17871402,8364.03
94683974,16159358,17874.22
68992767,00683586,24376.31
11784654,36635085,1492.71
25184051,40035109,14233.66
41466049,53728081,20565.59
43643929,95475486,24857.04
33086446,46053640,21581.37
75262600,57937991,8913.31
96179994,36266272,20285.44
06813901,85520936,22069.39
39213167,17105996,2950.43
58544938,14310355,14160.78
65159200,97213918,17203.1
29694525,48638944,15288.49
14917448,20175276,10506.43
00901055,58838594,1054.55
72612330,19940601,18487.72
94537017,11316305,15885.62
40227962,44405175,21662.87
29949489,22887207,21905.84
86614092,33268583,10322.75
22470102,09522763,23586.88
52735998,41131381,9782.77
47404977,90994135,15412.67
27984178,73305743,3687.29
38882098,82062781,4513.23
54065703,42836629,4146.42
89605615,08503022,9221.82
13536312,95885346,11327.04
96952238,91681799,24512.21
20254100,68272074,4337.16
45837395,46792174,16067.45
19445410,00899741,15581.16
30585256,54420687,13117.05
10343647,11690962,17635.85
18474152,11414353,16772.79
02058795,89822043,6241.41
12116027,42843740,8783.22
27664841,94235869,9003.59
97241706,19048062,11341.66
32983715,81138067,7253.11
16581593,09674509,13100.26
76321252,55553841,19874.76
35679271,17324601,17285.31
72575864,53171146,4051.35
10605073,83539893,13050.84
38787829,07199332,18065.48
90512612,28400585,10752.39
36771707,10189740,19918.92
12411726,29793389,16558.35
72888902,69717918,9698.96
75157968,06279110,5856.16
29699476,53758828,589.76
23979796,55525251,5417.21
62474696,71709826,23305.09
65704004,52069574,1713.7
85306325,14618598,13717.68
12883417,25437959,11775.55
37991968,59084037,9813.5
38231315,88162904,20164.31
22277435,06771751,9181.89
52872419,20762964,884.4
84550538,20410568,24855.89
31292566,95110837,8695.84
83109737,03153680,4869.88
29601059,44139025,19860.62
14923838,11153245,23092.07
21208744,10138526,24876.15
86426442,22214157,6154.53
40814896,02560175,17967.03
59409311,80521402,6046.78
99766887,67330829,16046.5
23007529,82440640,20957.77
50899692,44965877,13471.08
12642687,56102185,11232.52
39054692,14598456,16164.59
88204024,91193452,21485.85
89094211,84675736,14589.48
27134054,91774750,13198.06
01853315,23020726,2861.81
38239861,41270295,2377.53
39023797,57060682,16541.92
86432764,36235186,10208.1
87377712,57849836,19569.68
64929958,78308138,22996.85
70919745,97066187,7079.99
59993926,10445099,24225.17
43298631,50290314,4167.95
10752364,19173771,7736.76
64797472,03243190,3923.84
13758738,83382321,11297.37
34365182,42483779,7401.64
42865049,18200607,9421.96
88493145,21167034,9078.61
91926166,21966873,10169.61
54648630,95512860,3475.09
27306581,12119394,15100.17
63137118,66822110,17280.99
52241420,04082439,18470.55
27893234,51252045,14714.65
36884605,59407836,24654.85
74312276,82284008,1032.46
28571520,41163160,14799.95
66773160,01338522,11441.5
49893717,63483628,16332.84
91263049,53579010,11053.46
43763603,68476311,5569.24
21745836,46578150,23170.96
15430052,11316367,11784.5
21689987,28650249,20220.41
27315828,02995342,10114.61
61632394,87560015,7409.41
86880169,36956524,2425.15
33668307,40723518,2120.25
66535799,74829910,12919.06
39993397,12784479,8884.53
81970636,61379589,21714.47
39989956,38304989,20169.41
48616638,55348034,16187.57
18206029,03539453,14627.18
57295152,15939081,8428.71
69229664,19710587,597.96
02493251,08239907,24087.37
04668176,27864630,9155.0
14386091,11546245,18580.52
72092323,14024863,13187.91
62914567,71493046,2476.31
02485232,61407183,2480.8
57893938,48137799,7218.19
68798932,96603802,24218.15
04635260,21584442,16011.49
25078435,77185730,911.0
37878979,15341952,12035.72
69050053,70663204,9983.97
12423040,29191789,16296.18
69569142,91830395,4989.03
06350741,30883758,18737.82
02624310,36324705,16429.67
23553491,04694083,16384.75
91539991,06046033,14381.29
22492579,52787645,5011.28
70981728,85749894,3147.34
08449269,21990939,7932.25
28358190,68533380,13651.41
01734973,17121248,6681.92
83356414,68652487,18224.91
71109176,57819778,15929.35
81837687,86025218,20351.45
38370373,14699122,7077.95
43815050,52715495,12730.61
52840074,81984541,14650.53
41013137,47443655,13791.95
61615496,58592441,18880.91
27215890,82499617,9035.89
26728094,47400726,15177.17
65703236,97295730,3528.68
24929110,84666277,19620.42
08927545,40401980,17240.92
85385269,81918928,8040.02
70265385,79543316,4001.42
89570920,61381247,1325.62
09532885,63212082,2533.6
75332976,16409583,10291.89
34681527,36243860,17478.09
12533510,40747194,2953.16
88945354,93255479,18736.65
57806426,01064360,15144.9
54826052,66299165,5730.55
85536180,96062517,8205.7
99840952,85159099,12588.6
82025687,65789520,11223.38
70430264,78110427,6627.49
07254185,05487301,10204.18
37871987,11034100,11319.43
90092763,85357310,20934.44
99660130,38348839,14749.97
99397593,50459568,23561.82
79575249,45858963,19685.49
22715272,87331851,15103.24
08935793,47029927,7697.21
12730735,58899700,5263.11
65188637,47289468,24685.03
27811917,45236501,17073.77
91781703,04011200,22592.36
49668353,14439483,11085.7
56777604,39379160,21035.24
80578710,94152807,17097.28
51328160,34712818,4928.25
41754931,48172967,23968.41
35795100,87343519,1171.4
52583704,22015013,10399.18
22407696,04369639,13258.94
29860647,34466100,2710.54
36233779,36094301,16362.56
51418885,20981235,2695.9
43795062,42508892,13261.36
14181412,21914362,22142.67
80272403,03358924,6338.42
85473720,14601521,1293.7
06780906,15789549,22439.96
75321680,97918714,23175.28
53837790,44525965,13102.29
59265948,49539523,9438.29
35041085,13938833,20801.68
77893543,28538189,7504.39
90640056,81505234,23908.69
68733476,18001068,10418.1
04785897,21413438,21005.45
94524291,36441174,10566.33
29811663,06826512,23564.7
81449392,61755727,13507.06
85479593,92266469,20327.31
16811041,33939773,21691.77
26386331,55780254,11466.19
52305924,52826702,5294.98
68611439,14187483,18342.95
42020561,84484642,15558.46
30720237,04317890,12634.26
70016734,75835538,16295.45
97607663,93975711,22566.38
02302454,55633277,6017.17
00442756,43346783,5178.54
15733924,39191540,19881.44
98447206,25424973,8472.26
18572438,11371540,19657.56
52872150,47348752,16873.01
77095107,59365761,24239.08
33378282,49440607,1287.28
81079179,69232145,22326.33
08795045,56720365,4700.37
99453893,52327278,1641.97
65148198,86274166,12857.86
91794000,50556649,7230.79
17303125,69033124,3729.08
92999404,24795890,11410.9
63168532,52379949,16102.33
73127659,67381081,24040.44
89696057,64103235,17071.22
29663422,01989359,13659.42
21892684,72519646,13030.89
78004764,65448526,10371.26
02299334,41244951,17016.05
71231228,11703167,21396.75
13457112,62776899,7759.28
78217751,50207275,410.87
99066321,93355377,24009.57
40254449,07022548,4084.92
11096757,25708516,11674.3
45656262,31580649,20671.7
94338577,43832262,3368.9
50481248,72755228,11023.03
62334808,84026507,326.08
29366682,46229632,4452.65
50862313,08116543,18702.37
25570618,36084791,5605.73
06789039,93749640,7065.21
21344381,37093457,7960.14
87918236,28381181,1352.48
83795251,06373191,16374.17
99659790,87024685,656.31
44163761,14820670,10608.11
34235751,68001308,885.67
81386772,49630275,12056.28
73149910,55234290,14566.11
05530113,82830236,11124.21
61116993,03020111,2573.81
03866306,50928149,18808.5
79467063,10267110,81.04
61195813,68081737,11123.27
91533968,71873404,4403.81
61439214,88621081,24619.02
63973860,66803331,1468.35
82604837,77655431,23448.87
11118183,20450465,21693.69
22638588,31735605,7899.15
46068743,86041072,23596.27
72840160,86633819,8244.64
95859064,64712871,9022.58
55529969,61849198,3139.36
16496323,41506158,14697.52
42984399,64707228,12066.42
64238159,57908823,10257.01
42957300,51018030,20376.96
66395416,79777544,11039.36
98781744,55309868,15913.15
98190355,37452711,12549.16
65710432,49889031,22096.19
52184031,63363913,12181.69
34360774,37795061,18767.08
50372225,59357070,14287.72
81150427,81779291,15871.62
48613736,18120714,20544.95
85839403,61617490,3742.88
33376837,51129460,14318.6
80310020,06783907,2134.99
96576601,27650660,7824.3
27759851,52783937,15318.53
03620816,18809640,16955.24
42305323,89768754,12721.89
33886435,34086605,3719.64
63622201,28565338,14253.11
21564178,10161395,13075.77
45134807,26764092,23500.09
53644725,29560554,644.37
10550731,95733784,1896.23
10041079,83895883,7220.92
11767282,52835407,5085.18
96758441,71015293,1600.57
18380385,41352380,13599.62
69508196,96947784,7294.54
99292546,08938305,24929.8
22742049,73023319,14712.16
87556063,67332991,14468.24
82199395,39047311,12483.49
80392255,18799842,21485.53
91984753,34995938,23633.52
24952958,40179551,3002.13
63326277,42604259,14205.36
85378971,28014140,836.02
43701230,32960549,6585.51
89502365,24279604,12456.12
21338205,12238811,15899.14
26313269,44182588,13103.06
62560870,97757597,14603.11
73340287,80294054,5851.84
31582001,44305208,4168.09
92547841,72761519,3564.63
09060357,96751831,15965.85
27358023,29501632,11419.16
23943780,95959702,12661.85
67711499,19408798,24952.66
75023744,36846108,8847.65
98515356,75970178,21796.04
87113617,38916465,21757.99
66706670,49139051,17272.46
71273914,75337056,18929.49
45060144,27698228,24086.29
31346795,07281174,6854.09
40686905,50765447,11710.29
49936858,42278849,918.76
95574387,92543720,938.84
06919429,52446719,1134.46
51137250,96028308,13632.52
99433499,48524926,13624.71
32161526,02705088,6552.17
94871982,77464422,3563.63
21599989,20390761,20842.25
71376653,65001646,1419.05
44093563,41326619,1351.63
55607254,18325546,18953.48
29780440,80088684,1508.31
04995258,28360469,8474.88
66224808,48435239,12229.19
32085525,76839962,4521.62
00168090,96530641,9201.56
11404279,26508450,644.57
85379794,13785529,6464.59
04125990,73773757,7520.71
37190521,54607477,22838.52
79150101,45946431,17678.03
61161757,49477566,22824.08
84018717,78941076,8816.33
48250726,94247107,16372.74
58620847,63636994,7883.05
17593212,22333803,19810.62
07124389,46279651,18930.67
38620973,11493228,7546.93
33453354,97000273,19462.37
85945074,61103191,2376.05
77378903,81412112,15992.36
13530495,10422052,16413.31
71742717,49319767,17856.44
10888063,53226686,18551.82
42812586,98832583,14584.93
13604233,29991884,24740.58
97757597,91172679,15973.55
16047006,20593537,14075.2
63696554,29220441,17401.35
84997098,40642932,20538.17
59739333,72347683,4926.85
57605364,73400622,10010.56
43714155,14999840,24718.48
63909364,48672948,24573.04
78093317,32733617,17157.25
87804850,71680675,3610.24
10701690,20007584,8605.26
61458741,26271699,7866.33
66763277,08829542,18398.55
51104689,94762525,7355.87
91147998,28810865,17549.87
55688994,13425005,7546.69
66595175,96780411,5585.3
90567858,68119775,6671.81
19483450,55189002,11895.91
23842533,52913860,7171.68
68308926,85564466,16536.86
26869414,98903801,16582.86
61309852,74619283,15126.55
04598329,32287561,10559.41
40751818,40855233,11926.28
98239139,19414485,7754.89
22157263,22929426,15750.55
96200797,48139625,22929.74
17885911,55385169,1589.06
07833045,38670923,22011.99
43317608,46682932,20500.18
76914164,68812362,2161.71
80020448,07378362,16646.22
38377785,31557115,8581.12
48274883,15041449,4616.7
41111109,75537203,15523.08
67587636,87097849,6613.51
17415668,96804841,19021.8
94395549,00484763,4922.48
95483122,13176365,12969.28
50560813,15886125,14515.16
16104884,25299700,24035.46
40941080,77752239,15853.94
18099270,25628760,18524.68
04157267,16173828,3406.78
43288984,77733917,7528.96
94192810,41594292,21204.5
95705903,66862734,10789.48
02648231,79949200,9952.83
84852663,30394421,13916.58
10990698,52518485,1958.23
37035549,13230340,24857.7
05275731,31708067,22574.58
99664282,26288901,3483.9
85680135,75131494,11083.28
87458343,94374520,8267.5
65128381,91923806,16908.34
43315017,61646209,15163.06
64017860,97857761,19823.07
50266593,51274313,17262.18
65581179,70238983,22971.53
47943940,25933178,9487.4
57946047,65519745,12607.65
00362290,76391019,18041.89
28927280,72820780,9975.91
64780115,80392118,4176.4
68080907,56556568,11427.49
68307394,87033564,11056.51
64497754,42801672,18481.93
51164140,41013939,4712.44
86664622,38492723,9245.6
51624521,83649547,4439.82
09844896,49506112,13923.42
36582853,86478571,2319.42
10042526,44934972,15204.63
30071391,12276721,3785.92
68159771,63919400,16487.15
09942585,78328082,11540.42
53779069,08835727,1011.29
56560060,78926691,15779.51
55424585,63243284,2607.16
93100151,00729994,2560.73
82064099,18375992,21911.81
35563747,55424370,12716.41
60550804,28940579,8078.56
15676214,20753917,3077.0
50796663,56596830,10828.8
43648337,75689445,16009.31
97107217,52559938,16865.89
36336234,70562361,9999.62
34820018,93338967,21184.61
80474920,27855539,7306.22
48717557,62345989,21544.02
28694526,85357914,3873.58
64915760,74761302,9999.25
17871679,13361471,5666.38
48391139,40946030,5352.74
21064371,23951990,11584.43
50967261,10128640,16141.14
07182242,60154590,15230.33
42835509,53612113,3912.83
63085259,46527134,6046.16
84793577,99554545,17002.18
01778601,95575407,8999.94
27159309,45742361,19515.8
62259408,24537476,5224.11
98321360,16348493,16549.83
63713794,79147774,16790.22
79243735,15022714,20203.54
38274282,22283399,2767.38
42095682,12166367,6644.54
17663229,68948016,24255.43
91980403,04002123,11593.88
94715798,92849693,5157.55
13635237,98664214,16717.57
00861809,59137900,7900.89
76617799,13329082,13594.86
59979623,14193729,11012.66
85754461,13557133,2893.81
40625713,71117782,14350.32
29970780,22561657,23063.2
67506538,01782578,20287.12
00430456,55132305,6567.47
61544796,22919779,4476.2
42315773,24552950,17082.14
08810632,45007408,2491.38
99430696,69928994,23411.76
33651873,11254614,17077.33
30432420,76479809,17252.83
38032622,96021057,6098.21
89709702,66704294,4065.85
